Symbol,Date,ROE_Percent,Asset_Growth_Rate_Percent
GM,2024-10-22,19.2,2.3
GM,2025-01-27,19.2,2.3
GM,2025-01-28,12.33,2.24
GM,2025-04-28,12.33,2.24
GM,2025-04-29,8.6,-3.29
GNRC,2020-10-28,45.68,7.46
GNRC,2021-02-10,45.68,7.46
GNRC,2021-02-11,41.44,8.79
GNRC,2021-04-28,41.44,8.79
GNRC,2021-04-29,41.91,5.77
GNRC,2021-07-27,41.91,5.77
GNRC,2021-07-28,38.54,8.32
GNRC,2021-11-01,38.54,8.32
GNRC,2021-11-02,35.17,10.62
GNRC,2022-02-15,35.17,10.62
GNRC,2022-02-16,20.85,18.96
GNRC,2022-05-03,20.85,18.96
GNRC,2022-05-04,23.93,5.61
GNRC,2022-08-02,23.93,5.61
GNRC,2022-08-03,32.75,6.24
GNRC,2022-11-01,32.75,6.24
GNRC,2022-11-02,12.71,-4.14
GNRC,2023-02-14,12.71,-4.14
GNRC,2023-02-15,19.8,-1.46
GNRC,2023-05-02,19.8,-1.46
GNRC,2023-05-03,6.88,0.81
GNRC,2023-08-01,6.88,0.81
GNRC,2023-08-02,2.85,2.13
GNRC,2023-10-31,2.85,2.13
GNRC,2023-11-01,17.05,-2.92
GNRC,2024-02-13,17.05,-2.92
GNRC,2024-02-14,21.47,-1.41
GNRC,2024-04-30,21.47,-1.41
GNRC,2024-05-01,5.99,0.71
GNRC,2024-07-30,5.99,0.71
GNRC,2024-07-31,13.8,-0.21
GNRC,2024-10-30,13.8,-0.21
GNRC,2024-10-31,22.7,1.34
GNRC,2025-02-11,22.7,1.34
GNRC,2025-02-12,27.45,-1.5
GNRC,2025-04-29,27.45,-1.5
GNRC,2025-04-30,12.15,-0.96
GOOG,2019-07-25,21.18,2.31
GOOG,2020-02-02,21.18,2.31
GOOG,2020-02-03,21.53,4.89
GOOG,2020-04-27,21.53,4.89
GOOG,2020-04-28,13.5,-0.91
GOOG,2020-07-29,13.5,-0.91
GOOG,2020-07-30,13.56,1.86
GOOG,2020-10-28,13.56,1.86
GOOG,2020-10-29,21.41,7.45
GOOG,2021-02-01,21.41,7.45
GOOG,2021-02-02,27.97,6.81
GOOG,2021-04-26,27.97,6.81
GOOG,2021-04-27,7.92,2.34
GOOG,2021-07-26,7.92,2.34
GOOG,2021-07-27,31.7,2.54
GOOG,2021-10-25,31.7,2.54
GOOG,2021-10-26,31.42,3.58
GOOG,2022-01-31,31.42,3.58
GOOG,2022-02-01,33.28,3.42
GOOG,2022-04-25,33.28,3.42
GOOG,2022-04-26,26.0,-0.6
GOOG,2022-07-25,26.0,-0.6
GOOG,2022-07-26,25.13,-0.54
GOOG,2022-10-24,25.13,-0.54
GOOG,2022-10-25,21.86,0.86
GOOG,2023-02-01,21.86,0.86
GOOG,2023-02-02,21.38,1.96
GOOG,2023-04-24,21.38,1.96
GOOG,2023-04-25,23.29,1.16
GOOG,2023-07-24,23.29,1.16
GOOG,2023-07-25,27.83,3.67
GOOG,2023-10-23,27.83,3.67
GOOG,2023-10-24,29.15,3.57
GOOG,2024-01-29,29.15,3.57
GOOG,2024-01-30,29.74,1.43
GOOG,2024-04-24,29.74,1.43
GOOG,2024-04-25,21.78,1.23
GOOG,2024-07-22,21.78,1.23
GOOG,2024-07-23,31.83,1.82
GOOG,2024-10-28,31.83,1.82
GOOG,2024-10-29,34.22,3.74
GOOG,2025-02-03,34.22,3.74
GOOG,2025-02-04,33.21,4.65
GOOG,2025-04-23,33.21,4.65
GOOG,2025-04-24,33.24,5.58
GOOGL,2019-07-25,21.18,4.79
GOOGL,2019-10-27,21.18,4.79
GOOGL,2019-10-28,15.54,2.31
GOOGL,2020-02-02,15.54,2.31
GOOGL,2020-02-03,21.53,4.89
GOOGL,2020-04-27,21.53,4.89
GOOGL,2020-04-28,13.5,-0.91
GOOGL,2020-07-29,13.5,-0.91
GOOGL,2020-07-30,13.56,1.86
GOOGL,2020-10-28,13.56,1.86
GOOGL,2020-10-29,21.41,7.45
GOOGL,2021-02-01,21.41,7.45
GOOGL,2021-02-02,27.97,6.81
GOOGL,2021-04-26,27.97,6.81
GOOGL,2021-04-27,7.92,2.34
GOOGL,2021-07-26,7.92,2.34
GOOGL,2021-07-27,31.7,2.54
GOOGL,2021-10-25,31.7,2.54
GOOGL,2021-10-26,31.42,3.58
GOOGL,2022-01-31,31.42,3.58
GOOGL,2022-02-01,33.28,3.42
GOOGL,2022-04-25,33.28,3.42
GOOGL,2022-04-26,26.0,-0.6
GOOGL,2022-07-25,26.0,-0.6
GOOGL,2022-07-26,25.13,-0.54
GOOGL,2022-10-24,25.13,-0.54
GOOGL,2022-10-25,21.86,0.86
GOOGL,2023-02-01,21.86,0.86
GOOGL,2023-02-02,21.38,1.96
GOOGL,2023-04-24,21.38,1.96
GOOGL,2023-04-25,23.29,1.16
GOOGL,2023-07-24,23.29,1.16
GOOGL,2023-07-25,27.83,3.67
GOOGL,2023-10-23,27.83,3.67
GOOGL,2023-10-24,29.15,3.57
GOOGL,2024-01-29,29.15,3.57
GOOGL,2024-01-30,29.74,1.43
GOOGL,2024-04-24,29.74,1.43
GOOGL,2024-04-25,21.78,1.23
GOOGL,2024-07-22,21.78,1.23
GOOGL,2024-07-23,31.83,1.82
GOOGL,2024-10-28,31.83,1.82
GOOGL,2024-10-29,34.22,3.74
GOOGL,2025-02-03,34.22,3.74
GOOGL,2025-02-04,33.21,4.65
GOOGL,2025-04-23,33.21,4.65
GOOGL,2025-04-24,33.24,5.58
GPN,2019-07-30,23.86,210.01
GPN,2019-10-30,23.86,210.01
GPN,2019-10-31,7.58,-1.62
GPN,2020-02-11,7.58,-1.62
GPN,2020-02-12,7.03,-1.42
GPN,2020-05-05,7.03,-1.42
GPN,2020-05-06,6.87,0.35
GPN,2020-08-02,6.87,0.35
GPN,2020-08-03,5.76,1.25
GPN,2020-10-28,5.76,1.25
GPN,2020-10-29,3.2,-0.78
GPN,2021-02-07,3.2,-0.78
GPN,2021-02-08,7.85,0.13
GPN,2021-05-03,7.85,0.13
GPN,2021-05-04,8.02,2.02
GPN,2021-08-01,8.02,2.02
GPN,2021-08-02,9.04,1.34
GPN,2022-02-09,9.04,1.34
GPN,2022-02-10,9.5,-1.04
GPN,2022-05-01,9.5,-1.04
GPN,2022-05-02,9.21,0.34
GPN,2022-07-31,9.21,0.34
GPN,2022-08-01,10.76,-2.77
GPN,2022-10-30,10.76,-2.77
GPN,2022-10-31,11.78,-0.54
GPN,2023-02-09,11.78,-0.54
GPN,2023-02-10,2.86,1.98
GPN,2023-04-30,2.86,1.98
GPN,2023-05-01,11.38,8.55
GPN,2023-07-31,11.38,8.55
GPN,2023-08-01,12.39,-1.0
GPN,2023-10-30,12.39,-1.0
GPN,2023-10-31,12.89,1.61
GPN,2024-02-13,12.89,1.61
GPN,2024-02-14,12.19,3.36
GPN,2024-04-30,12.19,3.36
GPN,2024-05-01,11.56,2.38
GPN,2024-08-06,11.56,2.38
GPN,2024-08-07,13.43,-1.98
GPN,2024-10-29,13.43,-1.98
GPN,2024-10-30,13.89,-1.51
GPN,2025-02-12,13.89,-1.51
GPN,2025-02-13,13.17,-6.19
GPN,2025-05-05,13.17,-6.19
GPN,2025-05-06,11.95,1.55
GS,2019-07-16,11.1,2.11
GS,2019-10-14,11.1,2.11
GS,2019-10-15,8.36,6.61
GS,2020-01-14,8.36,6.61
GS,2020-01-15,8.7,-1.42
GS,2020-04-14,8.7,-1.42
GS,2020-04-15,5.7,9.75
GS,2020-07-14,5.7,9.75
GS,2020-07-15,11.1,4.75
GS,2020-10-13,11.1,4.75
GS,2020-10-14,15.06,-0.83
GS,2021-01-18,15.06,-0.83
GS,2021-01-19,18.46,2.74
GS,2021-04-13,18.46,2.74
GS,2021-04-14,27.67,11.91
GS,2021-07-12,27.67,11.91
GS,2021-07-13,21.39,6.64
GS,2021-10-14,21.39,6.64
GS,2021-10-15,20.32,3.98
GS,2022-01-17,20.32,3.98
GS,2022-01-18,15.6,1.44
GS,2022-04-13,15.6,1.44
GS,2022-04-14,15.0,8.57
GS,2022-07-17,15.0,8.57
GS,2022-07-18,9.56,0.74
GS,2022-10-17,9.56,0.74
GS,2022-10-18,11.0,-2.82
GS,2023-01-16,11.0,-2.82
GS,2023-01-17,4.4,-7.34
GS,2023-04-17,4.4,-7.34
GS,2023-04-18,11.6,6.7
GS,2023-07-18,11.6,6.7
GS,2023-07-19,4.0,2.15
GS,2023-10-16,4.0,2.15
GS,2023-10-17,7.1,0.37
GS,2024-01-15,7.1,0.37
GS,2024-01-16,7.1,4.09
GS,2024-04-14,7.1,4.09
GS,2024-04-15,13.38,3.46
GS,2024-07-14,13.38,3.46
GS,2024-07-15,10.8,-2.66
GS,2024-10-14,10.8,-2.66
GS,2024-10-15,10.36,4.52
GS,2025-01-14,10.36,4.52
GS,2025-01-15,14.48,-3.02
GS,2025-04-13,14.48,-3.02
GS,2025-04-14,16.9,5.38
GWW,2019-07-24,53.0,-1.17
GWW,2019-10-22,53.0,-1.17
GWW,2019-10-23,49.13,1.4
GWW,2020-01-29,49.13,1.4
GWW,2020-01-30,43.14,19.52
GWW,2020-04-22,43.14,19.52
GWW,2020-04-23,44.99,0.24
GWW,2020-07-22,44.99,0.24
GWW,2020-07-23,39.02,-8.49
GWW,2020-10-21,39.02,-8.49
GWW,2020-10-22,48.47,-4.37
GWW,2021-02-02,48.47,-4.37
GWW,2021-02-03,37.31,0.6
GWW,2021-04-29,37.31,0.6
GWW,2021-04-30,52.24,2.04
GWW,2021-07-29,52.24,2.04
GWW,2021-07-30,45.49,-1.11
GWW,2021-10-28,45.49,-1.11
GWW,2021-10-29,64.3,3.16
GWW,2022-02-02,64.3,3.16
GWW,2022-02-03,56.38,6.08
GWW,2022-04-27,56.38,6.08
GWW,2022-04-28,69.0,0.8
GWW,2022-07-28,69.0,0.8
GWW,2022-07-29,61.38,2.16
GWW,2022-10-27,61.38,2.16
GWW,2022-10-28,67.8,5.37
GWW,2023-02-01,67.8,5.37
GWW,2023-02-02,54.82,3.12
GWW,2023-04-26,54.82,3.12
GWW,2023-04-27,67.13,2.63
GWW,2023-07-26,67.13,2.63
GWW,2023-07-27,59.95,1.36
GWW,2024-02-01,59.95,1.36
GWW,2024-02-02,48.89,0.09
GWW,2024-04-24,48.89,0.09
GWW,2024-04-25,50.8,3.11
GWW,2024-07-31,50.8,3.11
GWW,2024-08-01,54.34,-0.57
GWW,2024-10-30,54.34,-0.57
GWW,2024-10-31,54.51,9.12
GWW,2025-01-30,54.51,9.12
GWW,2025-01-31,52.73,-3.13
GWW,2025-04-30,52.73,-3.13
GWW,2025-05-01,49.3,-1.94
HAL,2019-07-22,12.68,3.88
HAL,2019-10-20,12.68,3.88
HAL,2019-10-21,12.26,-0.4
HAL,2020-01-20,12.26,-0.4
HAL,2020-01-21,12.84,-0.34
HAL,2020-04-19,12.84,-0.34
HAL,2020-04-20,14.55,-5.27
HAL,2020-07-19,14.55,-5.27
HAL,2020-07-20,0.77,-6.92
HAL,2020-10-18,0.77,-6.92
HAL,2020-10-19,1.93,-10.66
HAL,2021-01-18,1.93,-10.66
HAL,2021-01-19,12.58,-1.09
HAL,2021-04-20,12.58,-1.09
HAL,2021-04-21,13.41,-0.93
HAL,2021-07-19,13.41,-0.93
HAL,2021-07-20,17.15,-0.51
HAL,2021-10-18,17.15,-0.51
HAL,2021-10-19,17.87,1.66
HAL,2022-01-23,17.87,1.66
HAL,2022-01-24,20.66,0.52
HAL,2022-04-18,20.66,0.52
HAL,2022-04-19,18.3,6.16
HAL,2022-07-18,18.3,6.16
HAL,2022-07-19,25.0,-1.11
HAL,2022-10-24,25.0,-1.11
HAL,2022-10-25,19.45,1.69
HAL,2023-01-23,19.45,1.69
HAL,2023-01-24,33.71,0.53
HAL,2023-04-24,33.71,0.53
HAL,2023-04-25,21.01,3.07
HAL,2023-07-18,21.01,3.07
HAL,2023-07-19,32.31,1.57
HAL,2023-10-23,32.31,1.57
HAL,2023-10-24,32.1,1.92
HAL,2024-01-22,32.1,1.92
HAL,2024-01-23,33.18,1.53
HAL,2024-04-22,33.18,1.53
HAL,2024-04-23,30.09,0.99
HAL,2024-07-18,30.09,0.99
HAL,2024-07-19,28.88,-0.12
HAL,2024-11-06,28.88,-0.12
HAL,2024-11-07,25.27,2.02
HAL,2025-01-21,25.27,2.02
HAL,2025-01-22,23.65,0.71
HAL,2025-04-21,23.65,0.71
HAL,2025-04-22,19.82,1.01
HAS,2019-07-23,23.57,17.71
HAS,2019-10-21,23.57,17.71
HAS,2019-10-22,52.59,-1.94
HAS,2020-02-10,52.59,-1.94
HAS,2020-02-11,27.26,4.71
HAS,2020-04-28,27.26,4.71
HAS,2020-04-29,10.84,1.08
HAS,2020-07-26,10.84,1.08
HAS,2020-07-27,0.4,-5.82
HAS,2020-10-25,0.4,-5.82
HAS,2020-10-26,38.01,-0.85
HAS,2021-02-07,38.01,-0.85
HAS,2021-02-08,24.41,1.27
HAS,2021-04-26,24.41,1.27
HAS,2021-04-27,18.91,-1.88
HAS,2021-07-25,18.91,-1.88
HAS,2021-07-26,5.01,-5.17
HAS,2021-10-25,5.01,-5.17
HAS,2021-10-26,36.48,-0.16
HAS,2022-02-06,36.48,-0.16
HAS,2022-02-07,22.15,1.3
HAS,2022-04-18,22.15,1.3
HAS,2022-04-19,10.52,-3.43
HAS,2022-07-18,10.52,-3.43
HAS,2022-07-19,21.2,-4.0
HAS,2022-10-17,21.2,-4.0
HAS,2022-10-18,26.12,-3.52
HAS,2023-02-15,26.12,-3.52
HAS,2023-02-16,24.83,-3.13
HAS,2023-08-02,24.83,-3.13
HAS,2023-08-03,10.41,-21.57
HAS,2023-10-25,10.41,-21.57
HAS,2023-10-26,38.83,-5.17
HAS,2024-02-12,38.83,-5.17
HAS,2024-02-13,12.64,10.66
HAS,2024-07-24,12.64,10.66
HAS,2024-07-25,15.44,5.33
HAS,2024-10-23,15.44,5.33
HAS,2024-10-24,19.62,-12.3
HAS,2025-02-19,19.62,-12.3
HAS,2025-02-20,20.62,-4.74
HBAN,2019-07-25,13.5,0.04
HBAN,2019-10-23,13.5,0.04
HBAN,2019-10-24,12.01,0.45
HBAN,2020-01-22,12.01,0.45
HBAN,2020-01-23,10.06,0.25
HBAN,2020-04-22,10.06,0.25
HBAN,2020-04-23,1.02,4.49
HBAN,2020-07-22,1.02,4.49
HBAN,2020-07-23,1.09,3.98
HBAN,2020-10-21,1.09,3.98
HBAN,2020-10-22,10.2,1.43
HBAN,2021-01-21,10.2,1.43
HBAN,2021-01-22,10.4,2.43
HBAN,2021-04-21,10.4,2.43
HBAN,2021-04-22,18.7,2.22
HBAN,2021-07-28,18.7,2.22
HBAN,2021-07-29,9.23,39.28
HBAN,2021-10-27,9.23,39.28
HBAN,2021-10-28,6.66,-0.74
HBAN,2022-01-20,6.66,-0.74
HBAN,2022-01-21,8.7,0.11
HBAN,2022-04-20,8.7,0.11
HBAN,2022-04-21,10.4,1.6
HBAN,2022-07-20,10.4,1.6
HBAN,2022-07-21,11.84,1.09
HBAN,2022-10-20,11.84,1.09
HBAN,2022-10-21,13.9,0.35
HBAN,2023-01-19,13.9,0.35
HBAN,2023-01-20,16.0,1.95
HBAN,2023-04-19,16.0,1.95
HBAN,2023-04-20,14.6,3.37
HBAN,2023-07-20,14.6,3.37
HBAN,2023-07-21,12.7,-0.3
HBAN,2023-10-19,12.7,-0.3
HBAN,2023-10-20,12.4,-0.98
HBAN,2024-01-18,12.4,-0.98
HBAN,2024-01-19,5.2,1.46
HBAN,2024-04-18,5.2,1.46
HBAN,2024-04-19,7.9,2.19
HBAN,2024-07-18,7.9,2.19
HBAN,2024-07-19,9.04,1.44
HBAN,2024-10-16,9.04,1.44
HBAN,2024-10-17,10.8,2.15
HBAN,2025-01-16,10.8,2.15
HBAN,2025-01-17,10.54,1.84
HBAN,2025-04-16,10.54,1.84
HBAN,2025-04-17,10.49,2.63
HES,2019-07-31,-1.2,-0.29
HES,2019-10-29,-1.2,-0.29
HES,2019-10-30,-4.31,0.7
HES,2020-01-28,-4.31,0.7
HES,2020-01-29,-2.04,-4.89
HES,2020-05-06,-2.04,-4.89
HES,2020-05-07,-9.14,-5.65
HES,2020-07-28,-9.14,-5.65
HES,2020-07-29,-18.83,-2.95
HES,2020-10-27,-18.83,-2.95
HES,2020-10-28,-14.04,-0.78
HES,2021-01-26,-14.04,-0.78
HES,2021-01-27,-12.48,0.69
HES,2021-07-27,-12.48,0.69
HES,2021-07-28,5.33,1.13
HES,2021-10-26,5.33,1.13
HES,2021-10-27,1.55,1.69
HES,2022-01-25,1.55,1.69
HES,2022-01-26,17.8,5.26
HES,2022-04-26,17.8,5.26
HES,2022-04-27,6.41,-3.5
HES,2022-07-26,6.41,-3.5
HES,2022-07-27,9.92,6.98
HES,2022-10-25,9.92,6.98
HES,2022-10-26,20.95,2.19
HES,2023-01-24,20.95,2.19
HES,2023-01-25,28.21,0.24
HES,2023-04-25,28.21,0.24
HES,2023-04-26,24.7,1.12
HES,2023-07-25,24.7,1.12
HES,2023-07-26,9.8,1.33
HES,2023-10-24,9.8,1.33
HES,2023-10-25,23.85,4.37
HES,2024-01-30,23.85,4.37
HES,2024-01-31,22.75,3.47
HES,2024-04-24,22.75,3.47
HES,2024-04-25,10.31,2.97
HES,2024-07-30,10.31,2.97
HES,2024-07-31,31.8,4.41
HES,2024-10-29,31.8,4.41
HES,2024-10-30,24.78,1.64
HES,2025-01-28,24.78,1.64
HES,2025-01-29,19.67,1.21
HES,2025-04-29,19.67,1.21
HES,2025-04-30,19.66,2.21
HIG,2019-08-01,11.7,1.13
HIG,2019-11-03,11.7,1.13
HIG,2019-11-04,13.98,0.8
HIG,2020-02-02,13.98,0.8
HIG,2020-02-03,12.91,-2.96
HIG,2020-04-28,12.91,-2.96
HIG,2020-04-29,12.3,3.3
HIG,2020-07-29,12.3,3.3
HIG,2020-07-30,10.84,1.87
HIG,2020-10-28,10.84,1.87
HIG,2020-10-29,12.09,2.48
HIG,2021-02-03,12.09,2.48
HIG,2021-02-04,13.99,0.12
HIG,2021-07-27,13.99,0.12
HIG,2021-07-28,18.61,0.72
HIG,2021-10-27,18.61,0.72
HIG,2021-10-28,9.79,2.08
HIG,2022-02-02,9.79,2.08
HIG,2022-02-03,15.62,0.38
HIG,2022-04-27,15.62,0.38
HIG,2022-04-28,13.3,-1.73
HIG,2022-07-27,13.3,-1.73
HIG,2022-07-28,18.96,-3.79
HIG,2022-10-26,18.96,-3.79
HIG,2022-10-27,14.21,-0.83
HIG,2023-02-01,14.21,-0.83
HIG,2023-02-02,22.73,1.68
HIG,2023-04-26,22.73,1.68
HIG,2023-04-27,15.31,1.7
HIG,2023-07-26,15.31,1.7
HIG,2023-07-27,16.51,-0.48
HIG,2023-10-25,16.51,-0.48
HIG,2023-10-26,20.35,0.84
HIG,2024-01-31,20.35,0.84
HIG,2024-02-01,25.79,3.04
HIG,2024-04-24,25.79,3.04
HIG,2024-04-25,18.41,1.21
HIG,2024-07-24,18.41,1.21
HIG,2024-07-25,19.26,1.72
HIG,2024-10-23,19.26,1.72
HIG,2024-10-24,18.4,2.75
HIG,2025-01-29,18.4,2.75
HIG,2025-01-30,20.68,-0.37
HIG,2025-04-23,20.68,-0.37
HIG,2025-04-24,15.36,1.72
HLT,2019-07-24,885.71,0.02
HLT,2020-11-03,885.71,0.02
HLT,2020-11-04,-5.18,-2.18
HLT,2021-02-16,-5.18,-2.18
HLT,2021-02-17,7.68,-4.66
HLT,2021-05-04,7.68,-4.66
HLT,2021-05-05,3.58,-5.53
HLT,2021-07-28,3.58,-5.53
HLT,2021-07-29,-41.32,1.48
HLT,2021-10-26,-41.32,1.48
HLT,2021-10-27,-68.84,0.83
HLT,2022-02-15,-68.84,0.83
HLT,2022-02-16,-82.91,0.12
HLT,2022-07-26,-82.91,0.12
HLT,2022-07-27,-1263.96,-0.5
HLT,2022-10-25,-1263.96,-0.5
HLT,2022-10-26,-169.58,0.82
HLT,2023-02-08,-169.58,0.82
HLT,2023-02-09,-172.0,0.03
HLT,2023-04-25,-172.0,0.03
HLT,2023-04-26,-105.63,-1.94
HLT,2023-07-25,-105.63,-1.94
HLT,2023-07-26,-121.22,0.57
HLT,2023-10-24,-121.22,0.57
HLT,2023-10-25,-110.3,-0.63
HLT,2024-02-06,-110.3,-0.63
HLT,2024-02-07,-84.21,1.32
HLT,2024-04-23,-84.21,1.32
HLT,2024-04-24,-60.08,3.45
HLT,2024-08-06,-60.08,3.45
HLT,2024-08-07,-16.17,-1.22
HLT,2024-10-22,-16.17,-1.22
HLT,2024-10-23,-57.94,6.05
HLT,2025-02-05,-57.94,6.05
HLT,2025-02-06,-56.78,-1.0
HLT,2025-04-28,-56.78,-1.0
HLT,2025-04-29,-41.26,-2.9
HOLX,2019-07-31,31.37,4.93
HOLX,2019-11-05,31.37,4.93
HOLX,2019-11-06,31.14,6.53
HOLX,2020-01-28,31.14,6.53
HOLX,2020-01-29,30.07,6.8
HOLX,2020-04-28,30.07,6.8
HOLX,2020-04-29,27.67,3.83
HOLX,2020-07-28,27.67,3.83
HOLX,2020-07-29,35.88,4.09
HOLX,2020-11-03,35.88,4.09
HOLX,2020-11-04,21.92,2.47
HOLX,2021-01-26,21.92,2.47
HOLX,2021-01-27,100.4,-1.65
HOLX,2022-07-26,100.4,-1.65
HOLX,2022-07-27,19.73,-3.06
HOLX,2022-10-30,19.73,-3.06
HOLX,2022-10-31,21.53,2.42
HOLX,2023-01-31,21.53,2.42
HOLX,2023-02-01,21.5,1.71
HOLX,2023-04-30,21.5,1.71
HOLX,2023-05-01,20.45,-1.17
HOLX,2023-07-30,20.45,-1.17
HOLX,2023-07-31,17.65,-2.13
HOLX,2023-11-08,17.65,-2.13
HOLX,2023-11-09,17.2,-7.33
HOLX,2024-01-31,17.2,-7.33
HOLX,2024-02-01,19.56,2.89
HOLX,2024-05-01,19.56,2.89
HOLX,2024-05-02,5.14,2.02
HOLX,2024-07-28,5.14,2.02
HOLX,2024-07-29,20.48,2.99
HOLX,2024-11-03,20.48,2.99
HOLX,2024-11-04,18.85,-4.67
HOLX,2025-02-04,18.85,-4.67
HOLX,2025-02-05,19.28,-2.1
HON,2020-01-31,31.34,-2.37
HON,2020-04-30,31.34,-2.37
HON,2020-05-01,34.58,-2.14
HON,2020-07-23,34.58,-2.14
HON,2020-07-24,19.76,10.77
HON,2020-10-29,19.76,10.77
HON,2020-10-30,24.47,-0.23
HON,2021-01-28,24.47,-0.23
HON,2021-01-29,21.09,1.78
HON,2021-04-22,21.09,1.78
HON,2021-04-23,30.3,-1.59
HON,2021-07-22,30.3,-1.59
HON,2021-07-23,31.41,0.6
HON,2021-10-21,31.41,0.6
HON,2021-10-22,31.13,0.38
HON,2022-02-02,31.13,0.38
HON,2022-02-03,31.34,0.43
HON,2022-04-28,31.34,0.43
HON,2022-04-29,4.95,-1.73
HON,2022-07-27,4.95,-1.73
HON,2022-07-28,30.87,-1.73
HON,2022-10-26,30.87,-1.73
HON,2022-10-27,34.01,-3.17
HON,2023-02-01,34.01,-3.17
HON,2023-02-02,38.96,3.3
HON,2023-04-26,38.96,3.3
HON,2023-04-27,-67.7,-3.84
HON,2023-07-26,-67.7,-3.84
HON,2023-07-27,33.78,4.1
HON,2023-10-25,33.78,4.1
HON,2023-10-26,33.96,-1.67
HON,2024-01-31,33.96,-1.67
HON,2024-02-01,40.15,0.37
HON,2024-04-24,40.15,0.37
HON,2024-04-25,36.57,6.7
HON,2024-07-24,36.57,6.7
HON,2024-07-25,39.08,5.61
HON,2024-10-23,39.08,5.61
HON,2024-10-24,32.37,6.0
HON,2025-02-05,32.37,6.0
HON,2025-02-06,34.86,2.32
HON,2025-04-28,34.86,2.32
HON,2025-04-29,36.23,0.03
HPE,2019-08-27,13.5,-0.74
HPE,2019-11-24,13.5,-0.74
HPE,2019-11-25,14.88,2.05
HPE,2020-03-02,14.88,2.05
HPE,2020-03-03,13.42,0.85
HPE,2020-05-20,13.42,0.85
HPE,2020-05-21,6.83,4.35
HPE,2020-08-24,6.83,4.35
HPE,2020-08-25,10.36,6.83
HPE,2020-11-30,10.36,6.83
HPE,2020-12-01,11.58,-7.25
HPE,2021-03-01,11.58,-7.25
HPE,2021-03-02,16.84,-1.04
HPE,2021-05-31,16.84,-1.04
HPE,2021-06-01,14.94,1.27
HPE,2021-09-01,14.94,1.27
HPE,2021-09-02,14.84,4.26
HPE,2021-11-29,14.84,4.26
HPE,2021-11-30,14.88,2.24
HPE,2022-02-28,14.88,2.24
HPE,2022-03-01,13.84,0.3
HPE,2022-05-31,13.84,0.3
HPE,2022-06-01,11.42,-2.68
HPE,2022-08-29,11.42,-2.68
HPE,2022-08-30,12.23,2.4
HPE,2022-11-28,12.23,2.4
HPE,2022-11-29,10.0,-0.96
HPE,2023-03-01,10.0,-0.96
HPE,2023-03-02,16.61,-2.68
HPE,2023-05-29,16.61,-2.68
HPE,2023-05-30,13.57,-0.08
HPE,2023-08-28,13.57,-0.08
HPE,2023-08-29,12.47,1.56
HPE,2023-11-27,12.47,1.56
HPE,2023-11-28,13.01,1.31
HPE,2024-02-28,13.01,1.31
HPE,2024-02-29,11.98,2.54
HPE,2024-06-03,11.98,2.54
HPE,2024-06-04,10.41,1.89
HPE,2024-09-03,10.41,1.89
HPE,2024-09-04,12.08,1.91
HPE,2024-12-04,12.08,1.91
HPE,2024-12-05,13.56,17.11
HPE,2025-03-05,13.56,17.11
HPE,2025-03-06,10.93,-1.31
HPE,2025-06-02,10.93,-1.31
HPE,2025-06-03,8.41,-3.52
HSIC,2019-08-06,17.88,-0.46
HSIC,2019-11-04,17.88,-0.46
HSIC,2019-11-05,19.0,-0.21
HSIC,2020-02-19,19.0,-0.21
HSIC,2020-02-20,19.64,0.76
HSIC,2020-05-04,19.64,0.76
HSIC,2020-05-05,17.96,5.15
HSIC,2020-08-03,17.96,5.15
HSIC,2020-08-04,0.08,-2.67
HSIC,2020-11-01,0.08,-2.67
HSIC,2020-11-02,19.13,6.72
HSIC,2021-02-16,19.13,6.72
HSIC,2021-02-17,17.67,-0.48
HSIC,2021-05-03,17.67,-0.48
HSIC,2021-05-04,21.2,0.1
HSIC,2021-08-02,21.2,0.1
HSIC,2021-08-03,18.73,4.42
HSIC,2021-11-01,18.73,4.42
HSIC,2021-11-02,18.17,3.65
HSIC,2022-02-14,18.17,3.65
HSIC,2022-02-15,17.51,0.72
HSIC,2022-05-02,17.51,0.72
HSIC,2022-05-03,13.65,-0.4
HSIC,2022-08-01,13.65,-0.4
HSIC,2022-08-02,17.81,-1.46
HSIC,2022-10-31,17.81,-1.46
HSIC,2022-11-01,16.66,2.52
HSIC,2023-02-15,16.66,2.52
HSIC,2023-02-16,18.7,0.86
HSIC,2023-05-08,18.7,0.86
HSIC,2023-05-09,13.99,-0.41
HSIC,2023-08-06,13.99,-0.41
HSIC,2023-08-07,19.68,6.7
HSIC,2023-11-12,19.68,6.7
HSIC,2023-11-13,19.19,7.26
HSIC,2024-02-26,19.19,7.26
HSIC,2024-02-27,9.42,7.78
HSIC,2024-05-06,9.42,7.78
HSIC,2024-05-07,15.76,-4.05
HSIC,2024-08-05,15.76,-4.05
HSIC,2024-08-06,17.77,1.04
HSIC,2024-11-04,17.77,1.04
HSIC,2024-11-05,17.68,3.45
HSIC,2025-02-24,17.68,3.45
HSIC,2025-02-25,17.28,-3.65
HSIC,2025-05-04,17.28,-3.65
HSIC,2025-05-05,17.07,2.56
HST,2019-08-06,15.27,9.27
HST,2019-11-04,15.27,9.27
HST,2019-11-05,19.5,-9.34
HST,2020-02-18,19.5,-9.34
HST,2020-02-19,4.27,7.23
HST,2020-05-06,4.27,7.23
